Word,Number Of Occurences,Number Of Steps
kids,2,4
fun,69,69
drab,2,4
inclined,4,4
pertinacious,1,2
fur,2,2
germans,6,12
penmen,1,3
wake,8,8
drag,3,6
sacque,1,3
enjoying,20,20
exclaiming,9,9
bridges,1,1
coach,1,2
right,118,118
suit,37,37
charcoal,1,2
produces,2,6
divulged,1,1
calamities,1,1
puddle,2,4
memorable,1,3
lellywaiter,1,4
persevered,1,1
draw,19,19
appreciated,2,4
saddened,1,1
hysterics,2,4
crosspatch,2,2
archangels,1,2
telltale,1,1
slapped,1,2
from,356,356
rigid,2,2
produced,21,21
difference,6,6
buttonholes,4,4
vicar,2,2
sacrifice,5,10
undoing,2,2
roosted,1,2
arsenicum,1,1
deserted,9,9
weapon,1,2
ambling,1,3
dranpa,3,12
barriers,1,5
bought,11,11
years,62,62
speed,3,3
queens,3,6
aggressor,1,3
walk,41,41
declarations,1,2
wall,10,10
estelle,2,4
blemishes,2,6
trapdoor,1,1
miss,110,110
generously,3,3
glacial,1,2
beggarmaid,1,3
mist,1,4
miserable,10,10
warnt,1,2
contradictory,1,1
mantalini,1,2
mastered,2,2
almost,30,30
limb,2,4
rude,13,13
lime,3,3
compliment,9,9
pecks,1,2
hoarse,2,6
decorums,1,4
daughter,25,25
dependable,1,1
bales,1,1
suspecting,1,2
omelet,1,1
indulgence,3,6
littler,1,3
mite,3,3
limp,1,1
professor,58,58
thence,1,2
turf,3,3
contents,1,1
piazza,1,1
convinced,1,2
brushed,4,4
bridal,9,9
kettle,2,2
turn,54,108
whisk,3,3
straightened,1,1
violets,2,2
line,9,18
wrinkle,1,3
copiously,1,1
hundreds,3,6
successful,4,4
galloped,3,6
institution,4,4
brushes,1,2
puckered,1,1
sixpence,2,4
since,41,41
smother,1,2
agility,1,1
shirked,1,1
throwing,8,16
endless,2,6
protesting,1,1
dissipated,1,1
minutes,34,34
kindly,29,58
eatables,1,3
creation,4,16
wand,1,1
wane,1,1
glimmer,1,2
ragged,3,3
propose,8,16
holding,18,18
unsuspected,1,2
bequeaths,1,1
spoonful,1,2
evening,53,53
rattle,3,6
white,61,61
contenting,1,2
spartan,1,1
want,143,143
overpraise,1,2
crazy,3,3
haunt,3,3
royale,1,2
necklaces,1,1
kindle,1,2
scotchmen,1,1
daughterly,1,1
riches,1,1
dusty,5,5
heaps,13,26
richer,6,18
salle,1,4
lion,5,5
sunshiny,4,4
overhearing,2,2
ignoring,2,2
spots,1,2
recumbent,1,3
found,140,140
suffered,6,12
overtures,1,1
understood,8,16
medal,1,1
sums,2,2
frail,6,12
tragedy,6,6
mustaches,1,1
joneses,1,2
fishballs,1,1
satisfied,47,47
hooked,1,2
petition,1,3
drew,25,25
maroon,1,2
hunter,1,3
sunshine,27,27
examining,3,3
heinrich,1,2
sacrificed,4,4
whether,26,26
resent,1,2
unsubmissive,1,3
devoured,1,1
bandage,1,2
greater,11,11
turning,36,36
sung,3,6
wisest,4,12
gayer,1,1
fender,1,1
miniature,1,2
penitence,1,1
vain,18,18
lips,36,72
spandy,2,2
augustus,1,2
demonstrative,2,6
headgear,1,4
sacrifices,5,5
verses,2,4
lifelike,2,2
poets,1,1
meandered,1,2
heard,67,67
evvybody,1,2
ominous,1,3
dodgers,1,1
pleasantly,5,5
quantities,4,8
pleasantest,1,1
unsubstantial,1,1
satirical,1,1
larder,2,4
earnest,17,17
deepening,1,1
caught,22,22
filthy,1,2
hears,1,1
aged,1,2
heart,192,192
encampment,1,1
prosper,3,3
honey,5,5
salutations,1,2
saddening,1,3
hamlets,1,1
quay,1,2
skylarking,1,1
peeping,7,7
elephant,1,1
window,60,60
disheveled,4,4
tonight,20,20
americans,5,10
roses,24,24
ages,3,6
unreproved,1,3
clung,8,8
ogress,1,2
heartburnings,1,1
forbade,3,3
ended,12,12
books,62,124
glared,1,1
judging,3,3
unable,1,1
supine,1,1
diminished,1,1
microscopic,1,1
despairingly,4,4
ruffle,1,1
intricate,1,1
expenses,2,4
begins,6,6
tarlaton,5,5
wearily,1,2
ruin,7,7
poppies,1,2
informing,1,1
contradicted,1,1
ward,3,3
salon,4,4
bundle,13,13
patron,2,2
pigeonholes,1,1
matched,1,1
sings,2,4
warm,31,31
warn,4,4
heath,2,2
eaves,1,2
outraged,1,1
declare,3,3
vanquished,1,2
pulpit,1,1
kill,4,4
unforeseen,1,1
wary,1,1
rosebud,2,2
matches,2,2
morning,64,64
largest,1,2
vale,1,3
pinafores,2,2
marole,1,1
sixty,3,3
bluntness,1,1
entered,7,7
lisp,1,1
balky,1,1
frame,6,6
sometimes,43,43
dressmaking,1,2
list,1,3
wash,14,14
applicable,1,1
servants,12,12
brighten,4,4
wearing,7,14
uncovered,2,6
quarrel,7,7
rubens,1,1
effalunt,2,4
cover,16,16
brighter,2,4
publishers,2,6
rebelliously,3,12
spell,7,7
covet,1,1
intended,4,4
banishing,1,1
escape,9,9
brings,5,10
patience,34,34
industrious,2,4
viciously,1,3
confides,1,1
screwed,1,2
consciously,1,3
balls,1,1
desperandum,1,2
sure,86,86
prisoner,3,3
erect,5,5
withdrew,1,1
unwomanly,1,2
crowning,4,4
address,4,4
unlock,1,2
worktable,2,2
chests,4,4
strikes,1,1
masterly,1,2
frank,22,22
confided,4,8
housekeeping,7,7
kind,112,112
byronic,1,2
costing,1,1
bracelets,2,4
sickness,1,3
king,7,7
expressive,5,5
countenance,15,15
quel,1,1
rule,6,6
workaday,2,4
coals,1,3
uncomplainingly,1,1
temper,23,23
delays,1,1
franz,4,4
cases,3,3
irksome,3,3
worship,3,6
heavy,29,29
ennui,2,2
esteem,1,2
balmy,1,3
materials,1,1
ghostly,2,4
pricking,1,1
spend,19,19
kinder,5,5
mystery,6,12
prevail,1,3
filling,5,5
melted,2,4
labyrinth,1,3
ordinary,4,4
dexterity,1,1
lacked,1,2
misjudged,1,3
paddling,2,2
caprices,1,1
wrath,5,5
deepest,3,6
gad,1,3
live,38,38
weigh,2,4
silesia,2,6
auburn,1,1
slyly,3,6
spent,17,17
unpacked,1,1
isnt,102,102
truant,1,2
lingered,2,2
deciding,2,2
engraved,1,1
feelings,28,28
wave,5,10
gas,1,3
render,3,3
rapid,2,2
lovers,23,23
tasks,4,4
gay,28,28
lingerer,1,1
crew,1,1
suggestion,3,3
perhaps,36,36
imaginary,8,16
reread,2,6
affliction,9,9
pranks,7,14
clinging,4,12
centerpiece,1,4
fright,7,7
sincerity,2,4
attic,1,1
strolls,1,2
rung,1,1
wavy,2,2
wisely,7,7
slough,2,2
fabers,1,1
demonstration,2,4
slippery,2,2
yander,1,1
toast,6,6
treated,6,12
thanksgiving,1,3
trumpet,2,8
runs,3,3
snood,1,1
slippers,22,22
brooms,3,6
greatly,3,9
vessel,1,4
gayly,2,2
spending,4,8
salts,1,1
fitly,2,2
difficult,5,10
smuggled,1,1
italy,3,3
salty,1,2
thrashed,1,1
cluster,2,2
tightened,1,2
kitchen,25,25
jumping,1,2
skim,2,6
skin,3,3
tact,5,5
tenderly,26,26
skip,2,4
alarmed,5,5
motionless,3,3
stifled,2,2
mirrors,1,1
extravagant,1,1
demoiselles,2,2
withdraw,1,2
warmth,7,7
exulting,1,1
indignation,6,6
spatted,1,1
hundred,8,8
shroud,3,3
mentor,3,6
squashes,1,1
abruptly,6,6
bureau,3,3
pinched,1,1
taking,44,44
suffering,7,7
salve,1,2
sartor,1,3
beneficial,1,1
quit,1,1
buffeting,1,1
priest,2,2
creeters,1,2
preserve,5,5
comply,1,2
picturesque,8,24
hyacinth,1,4
quiz,1,1
behind,69,69
invitations,2,4
promises,4,4
babel,1,1
sunset,5,10
brewery,1,3
crimped,1,1
puck,2,2
upside,4,4
drop,23,23
premise,1,2
satisfying,1,3
measles,1,1
spirited,3,6
blended,2,6
justice,4,4
mullein,1,1
frantically,1,1
ways,22,22
unclasp,1,2
stairs,11,11
brooke,99,198
promised,27,27
dialogue,1,1
getters,1,2
bremer,1,1
enclosing,1,1
everybody,25,25
vase,6,12
kiss,37,37
patronized,2,4
cigarette,1,3
aster,1,1
smoke,10,20
growing,12,36
gem,2,8
lager,1,5
halliards,1,1
mannie,1,2
fevers,1,1
fussed,4,4
artists,1,1
get,239,239
seldom,34,34
betraying,2,2
masculine,5,5
vast,2,2
solicited,1,2
shortening,1,1
martial,1,1
confer,2,2
kite,3,6
boots,36,36
gossiped,2,2
brilliancy,4,4
naturedly,2,2
floating,3,6
witty,3,3
booty,2,4
nerves,2,6
brightly,1,4
explain,12,12
rights,5,10
grasshoppers,1,3
honor,29,29
pendulum,2,4
outstrip,1,3
nudge,2,2
cutlasses,1,2
absorbed,28,28
kits,1,1
ceased,5,10
whispers,3,3
discipline,1,1
meager,1,1
lotty,6,6
expression,61,61
grubbing,2,4
destroyed,2,2
raising,1,2
precious,31,31
speculated,1,2
vigorously,2,2
lunatic,2,2
ruse,1,1
passages,4,8
raisins,4,12
premature,1,4
bobbing,1,5
coast,1,1
chubby,3,3
rush,6,6
geese,5,5
rudest,1,1
twilled,2,4
martyrdom,1,1
lowest,1,1
lovely,69,69
chokes,1,2
protest,1,3
poorhouse,1,1
characteristically,1,1
endow,1,2
offered,28,28
puff,2,4
candles,1,1
preserves,1,1
preserver,1,1
picnics,2,2
plaster,3,3
expressing,2,2
bred,7,7
rejoicing,5,5
choked,1,2
flirts,1,1
coats,1,1
gutter,1,1
corroberate,1,1
upset,11,11
arrayed,1,1
freshmen,1,2
preserved,2,6
nearly,41,41
garten,2,4
guide,3,3
motives,1,1
temptations,7,7
illness,3,3
trifling,4,4
undeniable,1,2
que,1,3
brew,1,1
tragic,10,20
depth,1,1
impromptu,4,8
suggestive,6,6
serious,13,26
granddaughter,1,3
ruinous,2,2
individual,1,1
machine,1,2
bracelet,3,3
ancient,4,8
weight,3,9
measures,2,2
block,1,1
manner,51,51
tail,5,5
accused,3,3
stains,2,4
unconditional,1,1
lavished,2,2
using,2,4
gif,12,36
walled,1,1
surveying,7,7
benediction,1,2
newspaper,5,5
bidden,2,2
daisies,3,6
goodbye,13,13
trample,1,2
appalling,2,2
git,2,4
risked,1,3
collection,1,4
capped,2,2
sheltered,1,1
sack,1,1
outtalked,1,1
forever,19,19
studies,2,4
murder,2,6
astonishing,3,3
pressure,1,2
interruption,1,3
profanation,1,1
reality,1,1
hiding,4,4
hide,22,22
lovingly,2,2
chap,2,4
char,1,1
taste,22,22
tablecloths,1,2
studied,6,6
chat,1,2
sweetest,15,15
poppy,1,2
tenderer,1,1
colds,2,4
prance,1,3
headache,7,7
riotous,4,8
emaciated,1,3
brightness,1,4
fantastically,1,1
charms,5,5
mortally,3,6
explosion,3,3
lumber,1,2
drum,1,1
enthusiasms,1,2
take,202,202
shaved,1,2
collecting,3,3
abrupt,2,4
maritime,1,3
elder,8,8
tapping,3,3
duration,1,1
warmly,12,12
russet,2,4
limeless,1,3
appealed,1,4
thinks,7,7
snows,1,1
conceited,2,2
rolling,3,3
dislike,2,4
snowy,5,5
headless,2,2
tarlatan,2,2
dried,3,3
partners,1,1
succeeds,1,1
crop,10,10
unmanly,2,2
promoting,1,1
lucretias,1,1
roaring,1,2
tale,8,8
vagaries,1,2
crow,3,3
talk,62,62
tall,32,32
weird,1,2
outfit,2,6
idiotic,2,8
threatens,1,1
magnified,1,2
germanic,1,3
utter,18,18
brim,1,1
pathetically,1,1
playmates,1,2
seemed,160,160
mindful,1,1
bided,1,1
uncomfortable,16,16
safe,28,56
dozing,1,3
forgave,3,3
miscellaneous,1,2
prizes,1,1
masters,2,2
paced,1,2
helps,5,5
gifts,15,15
examined,6,12
prepared,10,30
coasting,1,1
jealously,1,2
kicking,2,6
tame,2,2
arch,3,3
lisped,1,1
chasseed,2,2
scalded,1,2
drift,1,1
dismiss,1,1
brooch,2,2
unsettled,4,4
blossoms,1,2
uncomfortably,2,2
grandmother,4,8
brightened,5,5
high,33,66
mischief,19,57
basely,4,16
spaces,1,1
unsatisfied,1,1
treatment,1,1
overcame,1,1
homeliest,1,2
sage,1,1
disturb,7,7
scrubbing,3,6
promptly,5,15
striking,4,16
recall,1,5
hapless,1,1
diamonds,5,5
penny,8,8
pull,11,11
characterized,1,1
vines,4,4
lockets,1,2
scientific,1,3
prospered,2,2
tank,1,2
promotes,1,1
terrible,1,2
indolent,3,3
rudely,2,4
morose,1,3
idling,1,4
soothe,3,3
hebes,1,1
argument,3,6
companion,3,3
luncheon,3,3
madame,10,10
sauciest,1,2
assurances,3,3
capers,1,1
blames,1,2
affirms,1,1
preceded,1,1
tablecloth,1,1
stonyhearted,1,2
rambler,2,2
delved,1,1
sidle,1,1
election,1,2
prolonged,1,1
mange,5,10
flung,1,3
quoting,4,4
comforting,3,3
colic,1,2
things,212,212
blamed,2,4
oranges,2,6
god,32,32
nothingness,1,2
furnished,3,3
mercies,1,2
fermented,1,1
tails,3,3
casts,2,2
realize,3,3
said,827,827
flourishing,2,2
nearer,14,14
got,255,255
dickens,5,5
interrupted,7,7
differ,2,4
sleepless,1,1
sail,6,6
stalked,5,5
tape,1,2
couples,3,3
scolds,1,1
dissatisfaction,2,2
behaving,2,2
tucks,2,2
puns,1,2
malicious,2,6
absurd,13,13
exploring,1,1
race,6,6
forebearing,1,1
brotherly,8,8
sealed,3,3
nettled,4,8
serene,11,33
sugar,13,13
keats,1,2
rack,3,3
hoarsely,1,1
tramped,3,3
renewed,1,1
dejected,1,2
confidante,2,2
fierce,4,4
initials,2,2
buttons,10,10
mania,4,4
nettles,1,1
guilt,1,2
satisfaction,48,48
enjoyed,41,41
offending,2,4
jiffy,3,3
confidants,1,1
perfume,2,2
claim,3,6
portions,2,6
charge,3,12
remorse,5,5
seriously,5,10
discussed,1,1
behavior,4,4
scapegrace,1,2
distributed,1,1
draperies,1,2
observe,5,5
rumpled,3,3
revels,1,1
acknowledgment,1,2
sake,20,20
restrain,3,6
revelations,1,3
letting,7,7
tidily,1,2
patroness,1,3
stability,1,4
wraith,1,5
interest,38,38
finish,16,16
shells,2,4
however,31,31
taming,1,2
thankful,1,1
pretense,3,3
howled,1,1
thumb,1,1
mental,3,3
chin,11,11
inquisitive,3,6
fortunately,5,5
tars,1,1
tart,1,1
relieved,16,16
hill,13,13
duchesses,1,1
fellows,16,16
demand,9,9
rousing,3,3
brow,5,5
straight,28,28
bookcases,1,2
drill,2,2
stretch,4,8
distracted,7,21
composure,2,8
warmed,5,5
piece,12,12
reminder,2,4
afforded,3,3
uncomplaining,1,1
immediate,1,1
warmest,1,2
gardens,5,5
cette,1,1
task,14,14
festivals,2,4
desirable,4,12
sketchbook,3,12
salt,3,3
sleep,34,34
repentant,3,6
greeting,3,3
inevitability,1,2
packs,1,1
wrongdoing,2,4
smell,5,5
reminded,6,6
clutched,1,2
lorded,1,3
lizards,1,1
gifs,1,1
gift,10,10
peaceful,9,9
hieroglyphics,1,1
prayers,8,8
bleak,1,1
same,36,36
rag,7,7
pure,3,6
penance,1,3
stolen,1,1
denouncing,1,1
blond,1,1
clutches,1,2
tasting,2,2
fumed,1,1
boldly,5,5
ran,44,44
begging,7,7
rap,3,6
protege,1,1
flush,4,8
securing,1,3
rat,2,2
purr,1,2
forefinger,2,6
palest,1,4
toodles,1,1
asking,16,16
elaborate,1,2
legged,2,2
witness,2,2
ray,2,2
valuables,1,1
niente,2,4
regarding,7,7
rage,1,2
storybook,3,3
heaviness,1,2
romance,23,23
shortsighted,3,3
courteous,1,1
sand,1,1
replenished,1,1
sane,1,2
sang,23,23
hint,5,10
manly,5,15
drink,9,9
queerest,1,2
anywheres,1,3
assure,7,7
myrtle,1,2
blood,5,5
push,2,4
sank,3,3
pranced,6,6
grocery,1,2
briskly,6,6
southernwood,1,1
cropped,2,4
flute,2,2
alluded,4,4
customs,2,2
bloom,6,6
coachmen,1,1
sant,1,2
puss,2,2
bequeethe,2,2
bronze,2,4
headquarters,1,1
displeasure,2,2
rashness,1,2
rummage,4,4
balling,1,1
prompted,1,2
gum,1,1
yellower,1,2
value,9,9
color,21,21
henpecked,1,2
turtle,1,1
kindness,12,12
gut,2,2
blarnerying,1,1
sympathize,4,4
wheels,2,4
camphor,1,1
sends,5,5
guy,3,6
madam,7,7
braver,1,1
survived,1,2
diving,1,1
conventionalities,1,1
divine,9,9
excused,2,2
puts,2,2
bobbed,1,2
fibs,1,3
filial,1,1
phillips,1,2
factory,2,2
exclaimed,25,25
grapes,3,6
hustle,1,1
theodore,5,5
speaker,2,2
rail,2,2
breakneck,1,2
rain,16,16
health,16,32
okay,1,3
carpet,6,6
husbands,5,5
mustache,1,2
spends,2,2
brotherhood,1,1
philosophical,4,4
wasnt,40,40
abstracted,1,2
colors,4,4
monday,4,8
playtime,1,1
cruelty,1,1
garments,1,1
married,40,40
pities,1,2
utensils,1,1
rodrigo,1,1
arms,43,43
leaped,1,1
dreaded,4,8
rotten,2,2
army,11,11
blighted,5,10
manor,1,3
citron,1,4
guise,1,5
laboring,3,3
elbows,5,5
red,50,50
protect,1,2
housewifely,5,5
pitied,3,3
fide,2,2
intent,2,4
committed,1,3
locked,6,6
placidly,2,4
rushing,5,5
pensively,2,2
agree,17,17
profit,2,4
shutting,3,3
simmering,3,3
artistic,16,32
expedition,2,6
impetuosity,1,1
accident,7,7
reached,11,11
intend,16,16
transfixed,1,2
hire,4,12
handling,1,1
chop,2,2
nineteen,4,4
distasteful,2,4
maintop,1,3
insinuation,1,1
ragamuffins,1,2
composer,2,2
classical,2,2
pious,2,2
continues,2,4
arrange,4,12
garcons,1,1
distracting,3,3
emphasis,1,2
much,373,373
babys,4,8
composed,14,14
values,1,2
charged,2,2
coachman,1,2
america,8,8
subjugated,1,2
continued,15,15
roderigo,12,24
sniffed,3,9
handkerchiefs,6,6
yonder,1,2
embracing,1,1
tower,9,9
large,16,16
preparatory,2,4
never,375,375
fidgety,6,12
valued,6,6
pausing,6,12
charger,1,1
avigdors,1,1
civilly,2,2
juice,1,2
glittering,2,2
hiss,2,4
fidgets,3,3
unbroken,4,8
sash,4,4
insinuating,1,2
docility,2,6
assume,2,2
clara,4,4
nosegays,1,2
distressed,3,3
mounted,4,8
mermaid,2,2
susies,1,1
sofas,1,1
generosity,2,2
jeameses,1,2
mystified,1,1
creatures,11,11
juicy,1,2
blots,2,6
lawrence,2,2
corridor,1,1
hoods,1,1
mounting,2,4
anglais,1,3
slap,4,4
illustrated,1,1
blotted,3,3
employment,2,4
played,26,26
sensation,5,5
replaced,4,4
hits,1,2
girlish,10,10
rejoice,2,2
ours,9,9
rustled,3,6
flatteringly,1,3
capacious,2,2
instinctively,5,5
barricade,4,8
letter,53,53
snodgrass,11,22
distaff,1,1
anecdotes,1,1
unmasked,1,2
clash,2,2
loverly,2,4
bolder,1,1
caress,2,2
vaults,1,2
figs,1,3
beware,1,1
clasp,2,2
buggy,1,1
schoolbooks,1,2
deficiencies,2,2
null,1,2
rang,6,6
class,7,14
proposed,16,16
reproving,1,2
fringed,2,2
rank,4,4
henshaw,1,2
rid,2,2
petulantly,6,6
ahem,1,1
rig,3,3
roundabout,1,1
contempt,2,2
unfolded,2,2
sprouted,1,1
vexed,2,4
skillfully,2,2
destroy,2,2
separation,3,6
olive,1,1
tramping,4,4
tuned,1,2
hospitality,3,9
illuminations,1,4
virtuous,4,4
contributions,6,12
ambiguity,1,3
russians,1,1
retorted,4,4
snivel,1,2
swallows,1,1
riz,2,2
punished,3,3
swartz,1,1
refreshments,2,2
eldest,4,4
vexes,1,2
maybe,5,5
happiness,34,34
drive,24,24
waste,8,16
tunes,1,1
save,15,15
inequality,1,1
request,2,4
reclined,1,1
unacknowledged,1,1
folds,5,5
purchasers,1,2
hugged,7,7
shaken,6,6
thrown,7,14
mollusks,1,3
catch,12,12
blown,7,7
whispering,10,10
blows,4,4
motherhood,1,2
supported,1,1
claus,1,1
surrender,1,2
elders,3,3
plants,1,1
documents,1,2
toward,30,30
lovelocks,1,1
rushes,2,4
richest,2,6
nuns,2,2
bernard,1,2
mademoiselle,10,10
grief,13,26
uncles,1,1
slighting,1,1
detained,3,3
skein,1,2
pace,9,9
hansom,1,1
larks,6,6
charmante,1,2
colonel,3,3
soreness,1,2
rushed,16,16
pack,2,4
widowed,1,3
tomorrow,23,23
jackets,3,6
pedro,6,6
bumping,1,2
warble,1,1
harming,1,1
dreadfully,15,15
wrathfully,1,2
slept,7,21
arts,1,4
throve,1,5
cherub,3,3
cheeriness,1,1
banner,2,2
routed,1,1
womankind,2,2
drowned,1,1
persuasion,2,4
offers,5,5
rattlepated,2,2
englishmen,1,2
apology,5,5
effectually,4,4
wisdom,6,6
sidling,1,1
kearney,2,2
vehement,1,1
girl,116,116
imperturbable,1,2
proposal,1,1
robert,1,2
senna,1,1
drafted,1,1
midnight,3,6
suffer,5,5
burden,12,12
shock,6,12
rare,1,3
pegging,2,2
claws,1,1
prudence,2,4
foibles,1,1
panes,1,1
huffy,1,1
necessaries,2,2
geranium,1,1
sturdily,1,2
luck,2,2
fill,10,10
frankfurt,1,2
forboding,1,1
corpse,1,2
homeward,3,3
chessboard,1,1
says,52,52
extinguish,1,1
oblivious,1,2
had,1063,1063
unseen,3,3
culprits,2,4
killarney,2,2
haf,31,62
blushes,1,1
keeping,20,20
officers,2,4
rash,9,9
tantrums,1,2
stubborn,1,1
cherry,4,8
embalm,1,1
compliments,10,10
har,1,2
has,158,158
hat,56,56
kicked,2,4
properties,1,1
marrying,2,4
delights,5,5
hay,1,1
hopeful,10,10
blushed,8,16
blent,1,3
protested,2,2
roguish,1,1
defiant,2,4
respectfully,10,10
recognized,1,1
freely,10,10
reglar,1,2
rascals,3,3
occupants,1,1
masterful,1,1
revoir,1,2
madly,1,1
twilight,12,12
believed,15,30
rate,7,21
rebuke,2,8
gits,1,1
philoprogenitiveness,1,1
dandies,2,2
traitorous,2,4
rob,4,4
unpardonable,2,4
ourselves,16,16
wails,1,2
shoes,9,9
amount,5,10
adjourned,2,6
find,119,119
pangs,1,2
fine,85,85
sights,1,2
degeneracy,1,1
roi,1,1
august,2,2
encourage,1,2
occupying,1,3
rats,1,1
fireplace,2,2
romantic,15,30
page,14,42
believes,2,8
conversations,5,5
worried,14,28
ad,1,1
needler,1,2
needles,5,5
slid,2,4
confiscated,2,2
ah,26,52
tournament,1,3
clusters,1,1
barrier,1,2
row,19,19
threes,1,1
am,123,123
depart,2,4
an,463,463
neath,1,1
sacrificing,1,2
worries,13,13
purse,4,8
slip,10,10
scribble,2,4
reproachful,7,7
as,1969,1969
at,1052,1052
tartly,1,1
au,1,2
englishman,2,2
trivial,1,1
penitent,9,18
puritanical,1,1
horseback,1,1
control,7,7
trespass,1,2
regularity,4,4
expressionless,1,1
mildly,2,4
timidly,2,2
give,132,132
regard,10,20
juvenile,2,2
be,995,995
tombs,2,4
offend,2,2
setout,1,2
phrase,1,1
panic,3,6
candor,1,1
monastery,1,1
calamity,1,1
wherever,3,6
affectedly,1,1
shrouded,2,2
distant,3,3
signing,1,1
nuts,3,3
bucket,1,2
turtledove,1,3
by,611,611
extremely,2,4
presently,28,28
decide,7,14
eclipse,2,2
halls,1,1
quizzical,3,6
folks,14,14
maddening,1,2
paid,13,13
waiting,29,29
animated,2,4
turtledoves,3,9
rashly,2,2
overflowing,2,2
homily,1,2
exertions,3,3
purple,10,10
pail,3,6
fastidious,3,3
assiduity,1,2
pain,27,27
hed,12,12
stralanguage,1,1
ravishingly,1,2
dainty,7,7
crushing,2,4
pair,44,44
reviews,1,1
spider,4,8
recreant,1,1
co,1,2
sense,36,36
heiress,1,1
hem,3,3
tyrannize,1,2
certainly,18,18
clubroom,1,2
hen,2,6
figures,4,16
piety,2,10
unheard,1,1
her,3245,3245
hes,62,62
allowed,29,29
enemy,6,12
hev,2,2
magnificently,1,1
convicted,1,1
hey,9,9
turnovers,4,4
philosophic,3,6
reports,2,2
adhered,1,2
ornamental,1,3
enough,96,96
folly,5,10
de,8,8
performing,1,2
unassuming,1,1
music,55,55
cultivate,2,4
risen,2,6
rigmarole,1,1
pokers,1,2
invent,1,3
persuasive,6,6
discovering,2,4
directed,1,1
barbers,1,1
rises,2,2
mammas,3,6
do,692,692
darkness,1,1
dr,7,7
purified,1,2
haired,4,4
fixedly,1,2
murmur,5,5
du,2,2
fire,59,59
redclyffe,1,2
ascended,1,1
cupboard,1,1
healed,2,2
laurences,17,17
bless,39,39
banditti,1,2
blest,2,2
starved,1,1
squeeze,4,4
firm,9,18
ed,1,1
shylock,1,2
ef,4,4
pilgrimage,2,2
unsold,1,2
died,19,19
gentleness,2,4
fails,4,4
crossest,1,1
irritated,3,6
throng,4,12
threat,2,8
issuing,3,15
wicket,4,4
pinning,1,2
em,11,11
flourish,5,10
bridegroom,4,12
throne,2,8
en,4,4
theatre,2,4
grimy,1,1
sugared,1,1
roughshod,1,1
flight,3,3
blinds,1,1
dies,3,3
candle,1,2
grind,3,3
remainder,1,1
blurred,2,2
wicked,17,17
involved,2,4
fish,7,7
lexicon,1,2
bacchus,1,1
pale,26,26
cherishing,2,4
gorgeous,7,7
moral,12,24
response,1,1
professorins,1,2
venturing,1,1
blooms,1,2
accomplished,12,12
palm,3,6
flame,2,2
idiot,1,2
fist,8,8
infinite,5,10
service,9,9
unfeminine,2,2
belzoni,1,1
gilding,1,1
graphic,1,2
fo,2,2
samples,2,4
homelike,6,6
soothing,5,5
blissfully,3,6
severe,4,4
umbrella,21,42
frostbitten,2,6
digest,1,4
wonderfully,5,5
combs,1,1
rue,1,2
rug,5,5
demure,2,4
titles,2,2
alike,4,4
subside,2,2
sending,6,6
procrastination,1,2
gentlemens,1,3
depravity,1,4
run,34,34
mottoes,1,2
blundering,2,2
distinction,1,2
baptized,1,1
darkened,3,3
breath,29,29
fits,6,6
hid,14,14
faint,7,7
straws,1,2
correspondent,1,3
strokes,1,1
awake,11,22
volume,2,2
exasperating,3,3
go,394,394
walked,37,74
nobler,1,3
tuddy,1,4
flank,1,5
humbled,1,1
philosopher,3,3
him,782,782
blossom,5,5
belief,4,4
sailors,1,2
proper,43,43
pastoral,2,4
belied,1,1
slow,5,10
his,1118,1118
breast,6,6
hit,5,10
ornamented,1,3
stroked,2,2
remodeled,2,2
accompanied,5,5
mercifully,2,4
doing,56,56
excitement,14,14
pane,1,2
ha,9,9
lull,6,12
pang,1,1
maynt,3,3
he,1502,1502
gratify,1,1
discouragingly,1,2
muscle,1,1
cardcase,2,2
career,1,1
doins,1,1
dazzling,2,4
feeling,121,121
pans,1,1
ho,2,2
scarum,3,6
raged,1,3
dishes,9,9
lesson,24,48
promising,4,12
must,126,126
amiss,4,4
quadroon,2,4
angels,11,11
waits,2,4
gravity,5,15
guidebooks,1,4
plunged,2,2
unpinned,1,2
happening,2,2
azalea,1,2
five,27,27
angelo,1,2
ignorance,1,3
rippled,1,1
climate,3,3
sheaf,1,2
straw,2,2
dished,1,2
mute,3,3
relatives,1,2
id,95,95
backs,3,3
lump,3,6
quilted,1,3
farewell,5,20
if,896,896
currants,2,2
embroidered,1,2
crumples,1,1
milder,1,2
affections,6,6
provoke,1,2
shone,7,7
cherie,1,1
twitched,1,2
breaking,5,5
ripples,1,2
im,390,390
in,2445,2445
finding,25,25
pedestrians,1,1
impulsive,1,2
artistically,3,3
is,795,795
it,2457,2457
herein,1,2
crumpled,5,5
comparing,1,2
comes,50,50
watch,34,68
curiosities,1,1
profane,1,2
papa,21,21
nevvy,2,4
windows,11,11
frightening,1,2
muffings,1,1
rattled,2,2
scrape,10,20
icily,1,3
handled,1,4
unsatisfactory,2,2
mores,1,1
wretch,3,3
boldest,1,2
civil,3,3
gambled,1,1
risks,1,2
jo,1248,1248
complicate,1,2
shook,41,41
dividing,1,2
breathlessly,3,9
presented,4,16
handles,1,1
charred,1,2
employing,1,1
burney,1,1
perseverance,1,2
regain,1,1
downward,1,2
shoot,1,1
visible,2,2
