Word,Number Of Occurences,Number Of Steps
calculated,1,2
toilet,2,2
shalt,2,2
copybooks,1,1
narrow,6,12
tide,5,5
spectacle,7,7
inconvenient,2,4
pinnacle,1,3
sticks,3,3
vowed,1,2
punishment,5,15
odd,22,22
utterance,3,6
ode,1,1
conclusion,4,4
condescension,2,4
embroider,1,3
toiled,2,2
shame,10,10
exertion,2,4
threateningly,2,6
dictionary,1,1
orpheus,1,1
tidy,6,6
cozy,6,6
suffers,2,2
passing,8,8
clarifying,1,1
both,140,140
vacant,1,2
prut,4,12
heroically,3,3
tied,17,34
underwent,1,3
peaks,1,4
issued,3,3
chatting,4,4
bashful,12,12
cent,1,1
extravagances,1,2
desert,4,4
surrounded,5,5
finally,5,10
significant,2,6
ashamed,38,38
received,31,62
hysterically,1,3
sunshade,1,4
groves,2,2
huskily,1,1
spoiling,3,3
mischievously,1,1
preceptor,1,2
merrymakings,1,1
lifting,3,6
permitted,3,3
forehanded,1,1
oer,2,2
oughtnt,2,2
habits,3,3
fatals,1,2
shant,16,16
peals,2,2
battery,1,2
tiff,1,1
macbeth,1,1
luxembourg,1,2
embarrassment,1,1
model,15,15
scratch,1,1
oranthy,1,1
boldness,1,1
undaunted,1,2
noonday,1,3
ministers,2,2
off,173,173
bouy,1,1
cabbage,1,2
sidelong,2,2
fritz,10,20
artlessy,1,3
housedress,1,1
bein,2,2
descriptions,1,1
encouragingly,1,2
healing,2,2
elopement,1,1
honorable,3,3
oft,1,1
rebellion,2,2
stamping,2,2
scornfully,3,6
magazines,1,3
hasnt,9,9
makers,2,2
opposites,1,1
dagger,2,2
grandly,2,2
stupid,14,28
ladys,6,18
decorously,2,2
precipitated,1,1
parted,7,7
added,82,82
grandma,5,10
ahead,1,1
shape,6,12
petting,6,6
dewy,1,2
gnarled,1,3
honeypot,2,2
aristotle,1,1
wallenstein,1,1
applauded,1,1
fired,5,5
hairdresser,1,2
dropping,16,16
halves,5,10
beyond,12,12
hollow,1,2
unintelligible,1,3
bowl,2,2
spring,17,17
holds,3,3
marmees,4,8
rebelling,1,3
baffled,1,4
tomboy,1,1
slipshod,1,2
melancholy,1,3
joyful,11,11
shameful,1,2
devinely,1,1
fathers,31,31
bows,2,4
barrel,3,3
kitty,8,8
snubbings,1,2
fires,1,1
spreading,3,3
Word Total,Num Occurrences,Num Steps,Average Steps Per Word
10870,=SUM(B2:B10871),=SUM(C2:C10871),=C10873/B10873
