Word,Number Of Occurences,Number Of Steps
drink,9,9
cot,1,2
evolutions,1,3
queerest,1,4
education,4,20
cooled,3,18
aggravated,3,21
congratulating,3,24
anywheres,1,9
images,1,10
famously,1,11
replied,50,50
assure,7,14
myrtle,1,3
sickroom,1,4
softer,1,5
lunch,17,17
blood,5,10
push,2,6
mortifies,1,4
leaned,20,20
library,8,16
favors,6,18
command,1,4
sank,3,15
worshipin,1,6
cow,1,7
sighted,1,1
rills,1,2
ought,63,63
poky,2,4
pranced,6,18
grocery,1,4
goot,2,10
soften,1,6
briskly,6,6
industry,2,4
fretful,2,6
opposed,1,4
occupied,2,10
noisy,1,6
tousled,1,7
perched,3,3
butterflies,2,4
southernwood,1,3
cropped,2,8
solacement,1,5
tea,41,41
flute,2,4
drove,13,39
plato,4,16
rely,1,5
admiring,10,10
alluded,4,8
temporary,1,3
sidesaddle,1,1
codicils,1,2
cumbrous,1,3
customs,2,8
dance,24,24
mountain,4,8
vainly,2,6
bloom,6,24
ted,2,10
struck,20,20
kisses,4,8
turned,93,279
fonder,2,8
ordering,2,10
aromatic,1,6
storks,2,14
evoked,1,8
coachmen,1,9
sant,1,10
prone,2,22
puss,2,2
err,1,2
clerk,2,6
gathered,16,16
medicine,4,8
board,2,6
wednesday,1,4
satisfactory,9,45
bequeethe,2,12
bronze,2,14
anteroom,2,2
headquarters,1,2
sorrowful,4,12
adjournment,1,4
jews,3,15
neglecting,1,1
replies,2,4
mushroom,1,3
jars,1,4
footmen,1,5
pole,3,18
mortified,2,2
alacrity,2,4
painful,4,12
preparation,5,20
duck,1,5
benignity,1,6
settin,1,7
grasshopper,2,2
distortions,1,2
primmed,2,6
span,1,4
marketing,1,5
intelligibly,1,6
unapproachable,1,1
sakes,2,4
barker,1,3
reins,6,24
displeasure,2,10
rashness,1,6
rummage,4,4
later,13,26
foil,1,3
countryman,1,4
amy,572,572
balling,1,2
ten,12,36
reads,1,4
assurance,2,10
suspicious,4,24
prompted,1,7
knit,9,9
recovering,2,4
gridiron,1,3
miracles,3,12
poll,2,2
gum,1,2
disappearing,1,3
impress,2,8
yellower,1,5
telemachus,1,6
immortalize,1,7
starting,2,2
larches,1,2
cells,1,1
unlucky,3,6
value,9,27
frenchy,1,4
flies,1,5
harangue,1,6
bother,6,6
counsels,2,4
ready,82,82
suggested,16,32
color,21,63
kissed,27,108
solemnly,5,25
shaggy,1,6
asserts,1,7
henpecked,1,8
natral,1,1
mince,1,2
lurid,1,3
turtle,1,4
honeymoon,5,25
famous,10,10
unfortunate,5,10
kindness,12,36
marry,26,104
closing,2,10
bright,21,21
gut,2,4
french,27,81
grandson,7,28
dessert,1,5
tokens,1,6
dicks,1,7
and,8083,8083
mouth,27,54
thanks,24,72
sharply,15,60
demanding,4,20
disclosing,1,6
pickles,1,7
remains,3,24
missionarys,1,9
sweeper,1,10
blarnerying,1,11
regardless,8,8
expected,14,28
trust,12,36
abroady,1,4
pinned,2,10
pique,2,12
sympathize,4,28
flatter,3,24
patch,1,9
wheels,2,20
extinguished,1,1
reluctantly,7,14
barked,1,3
ridicule,2,8
native,4,20
upon,174,174
gauzy,1,2
camphor,1,3
sends,5,5
guy,3,6
portfolios,1,3
prattling,1,4
afternoon,32,32
madam,7,14
writing,26,78
troubled,20,20
floury,1,2
journeys,1,3
paraded,1,4
songs,9,9
seats,4,8
braver,1,3
unmaidenly,3,12
educating,1,5
survived,1,6
youll,70,70
waking,4,8
lamblike,1,3
diving,1,4
scribblers,1,5
daviss,1,1
sunday,2,4
unnatural,3,9
dudgeon,2,8
conventionalities,1,5
crackled,1,1
antique,6,12
novelty,1,3
process,3,12
sets,1,5
divine,9,54
creeping,2,14
detested,2,2
stones,2,4
unawares,2,6
cigar,4,16
galley,1,5
cyclops,2,2
excused,2,4
roared,2,6
inconsistency,1,4
footstool,2,10
barrels,2,12
hows,1,7
approval,3,24
puts,2,2
bobbed,1,2
studious,5,15
fibs,1,4
proof,2,10
smoking,2,12
bible,1,7
forgetting,17,17
cuddle,1,2
filial,1,3
phillips,1,4
soonest,1,5
postscript,1,6
unusually,21,21
factory,2,4
hospital,5,15
pickled,4,16
artful,5,25
turkquoise,1,6
strengthen,1,7
pies,4,4
pome,1,2
recommendation,1,3
exclaimed,25,25
soothingly,3,6
receipt,2,6
grapes,3,12
raised,1,5
rise,10,10
repeating,3,6
discover,7,21
saddle,5,20
easterly,1,5
counters,1,6
hustle,1,7
tried,108,108
bounteous,1,2
truth,27,27
alee,1,2
bestowed,2,6
any,260,260
troubles,23,46
theodore,5,15
tents,1,4
objects,1,5
novel,10,60
prettily,9,9
pan,6,12
borrowing,1,3
apathy,1,4
inexpressible,1,5
possibility,1,6
errand,3,3
ologies,1,2
overheard,2,6
eying,1,4
engage,1,1
risk,2,4
stick,3,3
conferred,3,6
speaker,2,2
size,2,4
atom,1,3
par,1,4
rapidity,3,3
rail,2,4
billiards,2,6
rivulets,1,4
elsewhere,3,15
breakneck,1,6
pat,7,7
awoke,1,2
hunters,1,3
rain,16,16
health,16,32
saleratus,1,3
memorial,2,8
wears,4,20
atop,1,6
okay,1,7
carpet,6,6
power,26,52
talked,35,105
boast,1,4
proposing,2,10
forgive,29,29
paw,2,4
gymnastics,3,9
dandy,2,8
murdered,1,5
trimming,3,3
afire,3,6
pay,32,32
husbands,5,10
solemnity,2,6
mustache,1,4
saintliest,1,5
rent,2,2
seventeen,8,16
aggravating,1,3
tries,5,20
playmate,2,10
mismanagment,1,6
muslin,4,4
weary,2,4
kernels,1,3
spends,2,2
pouch,1,2
recommended,1,3
queenstown,1,4
ursa,1,5
bordered,1,6
grimmer,1,7
family,98,98
beths,52,104
suppers,2,6
gaily,7,28
problems,2,10
brotherhood,1,6
pleasure,46,46
anguish,4,8
zigzagging,1,3
philosophical,4,16
quarreled,2,10
middling,1,1
novelist,1,2
rocks,2,6
villa,2,8
wasnt,40,40
steadily,4,8
whistles,1,3
giraffes,1,4
harrow,1,5
abstracted,1,6
journey,12,12
colors,4,8
monday,4,12
chanting,3,12
peal,2,10
preferring,1,6
angel,12,12
trifles,17,34
disastrous,1,3
humbly,5,20
minds,12,60
advancing,1,6
inexpressibly,1,7
draft,1,8
playtime,1,9
wanting,5,5
answer,48,96
bethy,4,12
wilderness,6,24
fault,17,85
freedmen,1,6
economy,1,7
dispelled,1,8
cruelty,1,9
garments,1,1
spacious,1,2
british,5,15
social,7,28
irresistable,1,5
hemmed,3,3
thirds,1,2
married,40,120
borrowed,6,24
venice,1,5
pities,1,6
held,40,40
pounded,1,2
utensils,1,3
example,11,11
rodrigo,1,2
fury,2,6
loyalty,4,16
arms,43,43
kindnesses,2,4
anger,14,42
peas,1,4
viz,1,5
gadded,1,6
rite,2,2
duel,1,2
leaped,1,1
dreaded,4,8
tread,3,3
rotten,2,4
correct,4,12
frames,1,4
scrambling,1,5
forests,1,6
manage,14,14
expressions,2,4
tuneful,1,3
lasted,6,24
jaunty,1,5
softhearted,1,6
offer,24,24
nosegay,2,4
ambitions,2,6
precipice,1,4
army,11,11
thick,12,24
hell,20,60
blighted,5,20
downfall,2,10
manor,1,6
citron,1,7
guise,1,8
seized,7,7
engaging,3,6
helm,1,3
laboring,3,12
punch,1,5
beautiful,50,50
reverses,1,2
intelligence,1,3
rosebuds,1,4
veiled,1,5
elbows,5,5
swiftly,1,2
dived,2,6
meadows,2,8
murillo,1,5
waked,3,18
trifled,1,7
duet,1,8
help,187,187
red,50,100
downs,1,3
martyr,3,12
fiercely,2,10
dashwoodss,1,6
protect,1,7
housewifely,5,5
works,12,24
moons,1,3
boats,9,9
captives,1,2
luxuriously,4,12
handing,3,12
elbow,1,5
pitied,3,18
stronger,4,4
fide,2,4
tapped,2,6
intent,2,8
committed,1,5
humble,16,16
temptation,7,14
exploit,1,3
theyre,1,4
impetuousity,1,5
locked,6,6
roller,2,4
adieu,3,9
nothin,2,8
sepia,1,5
placidly,2,12
emotional,1,7
stole,3,3
travels,2,4
scrambled,4,12
omen,5,20
mossy,2,10
young,279,279
complained,4,8
monstrous,1,3
advantages,1,4
framed,2,2
chimney,4,8
cry,45,45
treat,14,28
snap,2,6
rushing,5,20
motion,5,25
cymbal,1,6
pony,1,7
nurses,2,16
virtuously,2,18
waken,1,10
healthily,1,11
rides,5,5
answers,6,12
pensively,2,6
faraway,1,4
crowing,1,5
agree,17,17
tranquility,2,4
scene,18,54
floor,20,80
wardrobe,3,15
hurrah,1,6
foreign,11,77
audacity,5,40
profit,2,18
priests,1,10
grecian,2,2
suspension,1,2
shutting,3,3
impatiently,8,16
reduced,2,6
diver,2,8
inwardly,1,5
reversed,1,6
tempting,2,14
simmering,3,3
whispered,32,64
artistic,16,48
wakes,3,12
mansion,5,25
fuss,4,24
expedition,2,14
prophetess,1,8
personable,1,9
veins,1,10
beard,6,6
washington,13,26
ancestors,1,3
fust,2,8
impetuosity,1,5
the,7510,7510
slender,3,6
accident,7,21
fold,6,24
world,97,97
reached,11,22
sintram,1,3
genoa,1,4
sintran,1,1
questions,20,40
steadfast,1,3
deference,1,4
backward,1,5
audience,12,12
expectancy,1,2
proceeding,4,12
rolled,8,32
recover,9,45
intend,16,96
transfixed,1,7
hire,4,32
countenances,1,9
clutching,2,2
apt,8,16
attentions,4,12
pigs,2,8
handling,1,5
impulse,6,36
beside,30,30
litter,1,2
tomato,1,3
chop,2,8
impressions,2,10
small,59,59
deeper,2,4
pooh,1,1
lofty,2,4
blackbird,2,6
graduating,1,4
nursed,4,4
princesses,4,8
establishment,4,12
catholic,2,8
stir,9,9
deliciously,1,2
minister,2,2
graduate,1,2
nineteen,4,4
possessing,3,6
sorrow,35,105
distasteful,2,8
maintop,1,5
remove,1,6
invigorating,1,1
fruitless,1,2
insinuation,1,3
ragamuffins,1,4
finished,24,24
tight,14,28
hammock,3,9
paragraph,1,4
wiser,3,15
momma,1,1
bears,8,16
bones,2,6
unseemly,1,1
composer,2,4
owners,1,3
than,346,346
disappointing,1,2
lennoxs,1,3
poor,163,163
colored,20,40
lending,3,3
classical,2,4
quieted,4,12
imperious,2,8
pious,2,2
eve,5,10
exactly,19,57
informal,1,4
continues,2,10
arrange,4,24
thy,3,3
offended,13,26
assuage,1,3
commencement,1,4
sallie,42,42
rebellious,4,8
nowhere,2,6
club,12,48
tyrant,2,10
jubilee,2,12
that,1837,1837
despond,2,4
ankle,3,9
wistfully,9,36
patchwork,2,10
blesses,1,6
blushy,1,7
garcons,1,8
devout,1,9
crying,27,27
growled,1,2
roved,2,6
splendid,58,58
rinse,1,2
breathless,1,3
clue,2,8
principles,2,10
devour,1,6
consist,1,7
quickly,23,23
triumphal,2,4
consent,6,18
horses,13,52
perilously,1,5
remind,13,13
nan,2,4
hammered,1,3
refresh,5,20
chasing,1,5
thatched,1,6
remembered,25,25
distracting,3,6
swollen,2,6
estimable,2,8
emphasis,1,5
sped,1,6
much,373,373
peck,5,10
nap,5,15
mantelpiece,2,8
delivering,1,5
babys,4,24
meadow,1,7
slouching,1,1
loses,2,4
composed,14,42
values,1,4
busts,3,3
hanged,3,6
patronage,1,3
hatbrim,2,8
tie,10,10
charged,2,4
prefer,7,21
coachman,1,4
noter,1,5
angles,1,6
palais,1,7
youths,1,8
piling,1,1
notes,7,14
lessened,3,9
tribute,2,8
bumblebee,1,5
penwipers,1,6
quieter,1,7
papas,1,8
america,8,8
admitted,1,2
benignant,3,9
nephews,3,12
efface,1,5
boiling,2,12
subjugated,1,7
discharged,1,8
continued,15,15
roderigo,12,24
sniffed,3,9
hannahs,11,44
grieving,1,5
hands,139,139
latin,5,10
sermon,6,18
fountain,3,12
highest,3,15
prospective,1,6
dowagers,1,7
wailing,3,3
freshly,4,8
daisey,2,6
closely,6,24
sanskrit,1,5
recitation,1,1
blessed,12,24
squall,2,6
unmistakable,2,8
handkerchiefs,6,6
refreshment,6,12
meditated,1,3
yonder,1,4
magpie,1,5
hardship,1,6
goings,1,7
revolution,1,8
naughty,13,13
stiff,13,26
arranged,12,36
suddenly,48,192
confidential,6,30
embracing,1,6
tin,10,10
tower,9,18
forbidden,4,12
consolation,5,20
inmates,1,5
hammer,1,1
large,16,16
needed,31,62
invited,12,36
tip,2,8
preparatory,2,10
baked,2,12
resignation,5,35
never,375,375
handkerchief,15,30
fidgety,6,18
hail,2,8
pirouettes,1,5
costumes,4,4
richness,2,4
valued,6,18
pausing,6,24
prinked,1,5
cardiglias,1,6
disturbed,15,15
advertisements,2,4
tis,2,6
plagued,2,8
charger,1,5
touch,15,15
fountains,1,2
record,3,9
steal,3,12
beast,2,10
avigdors,1,6
steam,2,2
luxurious,4,8
speeches,7,21
weakened,2,8
civilly,2,10
juice,1,6
trotting,3,3
glittering,2,4
russets,2,6
hiss,2,8
bitterly,8,40
mirror,5,30
working,16,112
deception,1,8
hair,103,103
pops,1,2
fidgets,3,9
possession,11,44
unbroken,4,20
hens,2,12
oblige,1,7
pension,1,8
sash,4,4
insinuating,1,2
docility,2,6
trod,1,4
are,487,487
assume,2,4
becomes,6,18
arrives,1,4
engel,1,1
stone,15,30
nights,2,6
angelic,3,12
spotless,1,5
uncharitableness,1,6
palette,2,14
uplifted,1,8
spelling,2,2
passenger,1,2
manhood,1,3
intends,2,2
clara,4,8
approved,2,6
triumphantly,3,12
frugal,1,5
substitutes,1,6
nosegays,1,7
gott,4,4
search,3,6
distressed,3,9
mounted,4,16
mermaid,2,2
baker,1,2
illustrating,1,1
susies,1,2
action,2,6
ark,1,4
actress,2,2
riding,8,16
amuse,24,72
difficulty,7,28
document,2,10
solid,2,12
arm,51,51
trifle,19,38
sofas,1,3
recesses,2,2
poplins,1,2
muslins,1,3
impossibilities,1,4
generosity,2,10
jeameses,1,6
deserting,1,7
dreaminess,1,8
illusions,1,1
propitious,3,6
fond,37,37
plays,4,8
oppressed,2,6
blot,2,8
scuppers,1,5
roughened,1,6
beholder,1,7
resartus,1,8
prose,1,9
trop,1,10
fear,42,42
skirts,8,16
rations,1,3
affectionate,11,11
compared,4,8
ordeal,1,3
awaked,1,4
furnishing,1,5
chaise,1,6
superannuated,1,7
blow,10,10
mystified,1,2
peg,1,3
account,12,12
art,23,46
arrived,12,36
jaws,1,4
trot,2,10
didactic,1,6
directions,3,3
creatures,11,22
juicy,1,3
understanding,2,8
indifferent,5,25
blots,2,12
devote,5,5
lawrence,2,4
prison,3,9
afar,3,3
flurry,7,14
corridor,1,3
approves,1,4
embroidery,2,10
relishin,1,6
fretting,3,3
hoods,1,2
became,21,63
assuaged,1,4
mounting,2,10
grundy,3,18
markets,1,7
anglais,1,8
affability,1,9
flora,1,1
reveling,1,2
slap,4,12
drawbacks,1,4
sugarplums,1,1
flattered,8,16
powdering,1,3
pen,14,56
illustrated,1,5
sketching,4,4
improvement,1,2
laughin,1,3
ensue,1,4
fairness,1,1
handiwork,1,2
lance,1,3
incantation,1,1
terror,3,6
champagne,2,6
malaprop,2,8
seated,3,15
blotted,3,18
responded,1,7
employment,2,16
played,26,26
cup,7,7
fleet,2,4
miles,5,15
sensation,5,20
frothy,1,5
pet,20,20
coming,55,110
black,45,135
acquiesced,1,4
diana,1,5
replaced,4,4
circle,5,10
debts,3,9
hits,1,4
people,144,144
worrying,3,6
posted,1,3
cut,27,27
chairs,9,18
prancing,4,12
occasional,6,24
girlish,10,50
hastened,2,12
classic,1,7
washing,7,7
choir,2,4
stood,85,255
sweeter,7,28
prosy,1,5
exchange,2,12
rejoice,2,14
clutch,2,16
irregular,1,9
sleighing,1,1
splendors,2,4
fusss,1,3
breathe,2,2
bottom,10,20
bridegrooms,1,3
immortality,2,8
unknown,3,3
somebody,9,18
drinking,2,6
attend,8,32
ours,9,9
rustled,3,6
flatteringly,1,3
intensely,2,8
directing,1,5
squalled,2,12
capacious,2,2
hitch,1,2
illuminated,4,12
cried,154,154
complaining,3,6
ask,80,240
greatest,9,36
dripping,2,10
greatheart,1,6
instinctively,5,35
barricade,4,32
church,5,45
fussy,3,3
letter,53,106
desired,10,30
snodgrass,11,44
madames,1,5
beseechingly,2,12
winter,25,25
stool,4,8
cents,1,3
remorsefully,2,8
peek,1,5
distaff,1,6
careful,10,10
anecdotes,1,2
unmasked,1,3
year,40,40
letters,44,88
clash,2,6
schooner,1,4
feminine,8,40
infants,3,18
loverly,2,14
naughtinesses,1,8
valentines,1,9
jingling,1,1
paths,2,4
bolder,1,3
food,8,32
pupil,5,25
stores,5,30
procured,1,7
nevertheless,4,32
vevay,6,6
lad,14,28
caress,2,6
hatchet,1,4
former,7,35
earwiggy,1,6
relief,14,98
exile,2,16
rejoiced,5,45
stoop,3,30
ingenious,2,22
madonnas,1,12
gushing,1,13
laddie,1,14
vaults,1,15
providence,1,16
figs,1,17
trotted,2,2
melody,5,10
peep,9,27
adopt,2,8
chirping,2,10
acting,3,18
nods,3,21
beware,1,8
illustration,2,18
worshipers,1,10
furbish,1,1
deaconed,1,2
kindlier,1,1
whirlpool,1,2
fears,14,14
hovels,1,2
breaths,1,3
posed,1,4
effort,18,18
overhead,5,10
tropical,1,3
clasp,2,2
universal,2,4
owned,2,6
grater,1,4
blind,6,30
avoid,3,18
friendship,11,11
fool,9,18
approving,10,30
buggy,1,4
scotch,1,5
dotted,1,6
flowerpot,1,7
schoolbooks,1,8
carrying,3,3
staying,2,4
deficiencies,2,6
bewildered,10,40
null,1,5
loitering,1,6
maiden,7,7
resolved,22,44
redowa,2,6
rang,6,24
class,7,35
cries,2,12
narrowly,2,14
blade,1,8
saltspoons,1,9
deranged,1,10
knot,2,22
error,1,12
desires,3,3
stirred,4,8
hospitable,8,24
vellum,1,4
blondchen,1,5
journal,2,12
pretty,122,122
proposed,16,32
reproving,1,3
collect,2,8
quaver,2,10
outlay,2,12
scarlet,17,119
simply,7,56
indignant,3,27
rogue,1,10
darns,1,11
know,317,317
lap,21,42
tremendously,3,9
chatted,4,16
perplexed,2,10
weaker,2,12
fringed,2,14
dandelions,1,8
kingsley,1,1
rank,4,8
henshaw,1,3
waistcoats,1,4
stored,4,4
rid,2,4
formed,1,3
flights,1,4
foot,19,19
ferdinando,1,2
petulantly,6,18
breeding,4,16
stunning,1,5
flatirons,2,12
containing,1,7
lottchen,2,2
johnsonian,1,2
prime,5,15
ahem,1,4
fascinating,2,10
bookay,1,6
business,28,28
rig,3,6
conflicting,1,3
fence,9,9
headed,5,10
skill,15,45
eye,34,136
balloon,2,10
cutter,3,18
mustnt,9,63
roundabout,1,8
florally,1,9
port,1,10
youre,26,26
ate,9,18
crossing,2,6
law,4,16
contempt,2,10
aloft,2,12
goodhumoredly,1,7
stupide,1,8
receive,15,15
owner,3,6
privations,1,3
silenced,1,4
rivoli,1,5
grated,1,6
superiority,1,7
lay,69,69
rest,76,152
households,1,3
trees,6,6
babytending,1,2
nutting,1,3
attire,1,4
inspiration,7,7
gondola,2,4
howling,2,6
refined,2,2
fifth,2,4
longer,20,60
disposition,1,4
trudged,2,10
unfolded,2,12
publique,1,7
considered,23,23
castle,22,44
cabinet,2,6
sprouted,1,4
vexed,2,10
countryseats,1,6
emperor,2,14
lands,1,8
libitum,1,9
peppery,2,2
considering,1,2
skillfully,2,6
suavity,1,4
omit,1,5
basket,24,24
destroy,2,4
wistful,10,30
revel,9,36
manuscript,8,40
separation,3,18
olive,1,1
borne,7,7
proud,43,86
tramping,4,12
tuned,1,4
thomas,1,5
chick,3,18
exceed,1,7
hospitality,3,24
storeroom,1,9
beasts,2,20
illuminations,1,11
sorry,49,49
rocking,6,12
virtuous,4,12
contributions,6,24
contested,1,5
hospitably,2,12
ambiguity,1,7
simple,28,28
unfortunately,8,16
organs,1,3
gardener,1,4
provides,1,5
prisms,1,6
beautified,3,21
shoveled,2,16
tracing,1,9
aprons,2,2
yours,28,28
mannered,1,2
respectable,8,24
boathouse,1,4
russians,1,5
adopted,2,2
stops,3,6
retorted,4,12
weakness,2,8
damage,3,15
snivel,1,6
league,1,7
remarked,3,24
neatness,1,9
cream,13,13
swallows,1,2
hale,2,6
records,1,4
dorcas,1,5
half,117,117
feast,12,24
gratitude,14,42
cockle,1,4
riz,2,10
muffled,3,18
dusters,2,2
thee,6,12
snipping,1,3
choke,3,12
punished,3,15
picters,1,6
longed,27,27
occurred,13,26
brocades,2,6
conclude,1,4
mabel,1,5
startle,1,6
proverbially,1,7
swartz,1,8
belsham,3,3
benefactors,1,2
refreshments,2,6
snoods,1,4
eldest,4,4
drifting,2,4
vexes,1,3
frowned,3,12
wanderers,2,10
informed,4,4
strayed,3,6
maybe,5,15
fifty,7,28
marys,1,5
transported,1,6
happiness,34,34
hall,30,60
tottered,1,3
major,4,16
nation,5,25
frizzle,3,3
drive,24,48
acknowledgement,1,3
desks,1,4
inch,4,20
aides,1,6
waste,8,56
idols,2,2
tunes,1,2
cowardly,1,3
rigging,1,4
aboard,2,10
them,505,505
after,258,516
hurry,14,42
delighted,19,76
freezing,1,5
among,45,270
heartens,1,7
staggered,2,16
beautifier,1,9
halo,2,20
then,370,370
save,15,30
controlling,1,3
ned,23,92
provided,3,15
primer,1,6
coxcomb,1,7
tapers,1,8
bumps,1,9
hither,3,3
grievance,1,2
gown,16,16
adore,3,6
superior,5,15
revived,3,12
inequality,1,5
exact,2,12
request,2,14
glare,1,8
elizabeth,2,2
reclined,1,2
post,14,42
relics,6,24
entrancingly,1,5
cushioned,1,6
grandchild,1,7
threatening,4,4
yourself,53,106
gustave,1,3
snuffbox,1,4
mightily,2,10
engagement,3,18
unacknowledged,1,7
disaster,1,8
aisles,1,9
marched,13,13
pile,7,14
folds,5,15
purchasers,1,4
unbecoming,1,1
brains,2,4
hugged,7,7
prink,1,2
james,4,12
respectably,1,4
replace,1,5
posy,4,4
smashed,3,6
byplay,1,3
fascination,1,4
akimbo,1,5
piquante,2,12
sadder,1,7
courtyard,1,8
themselves,46,46
reconciled,2,4
refreshed,2,6
finger,17,17
invalid,8,16
guess,15,45
adjourn,1,4
uncertain,1,5
they,706,706
shopping,10,20
lived,13,39
shaken,6,24
thrown,7,35
guest,8,48
precisely,1,7
execution,2,16
choky,2,18
praying,1,10
anni,1,11
mollusks,1,12
coiffures,1,13
sleeve,1,14
knowing,20,20
sadden,2,4
latest,4,12
descended,2,8
gummidge,2,10
squirmers,1,6
decayed,1,7
summerlike,1,1
confusion,7,14
announced,4,4
catch,12,24
tangled,1,3
duke,2,8
wages,2,10
paper,63,63
leaning,21,42
prove,9,27
griefs,1,4
bluggage,1,5
bandboxes,2,12
blown,7,49
marchen,1,8
net,2,2
print,5,10
build,2,2
vow,1,2
growed,1,3
givest,1,4
withering,1,1
explode,1,2
harms,2,6
shifts,1,4
exemplary,1,5
goethes,1,6
slits,1,7
crossed,1,8
new,181,181
here,143,286
whispering,10,30
lackadiasical,1,4
desecrate,1,5
freaks,1,6
marches,13,13
lacings,2,4
blows,4,12
poring,1,4
feasting,1,5
feats,1,6
motherhood,1,7
beautifully,13,13
supported,1,2
lamentation,1,3
spin,2,8
everything,87,87
flirtations,2,4
tares,2,6
calling,14,14
honestly,7,14
obeying,2,2
burglar,1,2
claus,1,1
vases,8,16
paddled,1,3
brutal,1,4
surrender,1,5
lives,18,18
drama,2,4
elders,3,9
scant,1,4
attacked,1,5
theyll,7,7
unhurt,1,2
plants,1,3
pinafore,8,32
towered,1,5
documents,1,6
toward,30,30
honored,3,6
position,8,24
lovelocks,1,1
rushes,2,4
hero,5,15
smartly,2,8
richest,2,10
dustpan,1,1
repast,2,4
roundness,1,3
pronunciation,3,12
dropiscal,1,5
tough,1,6
aimlessly,1,7
renounced,2,16
killing,2,2
stammered,3,6
nuns,2,6
sayings,1,4
bernard,1,5
hearty,21,21
sympathy,12,24
crosser,1,3
prettier,7,28
afghan,3,15
appearing,1,6
pots,8,8
latter,7,14
built,4,12
hers,14,56
feed,6,30
effect,23,23
mademoiselle,10,20
steep,1,3
method,2,8
grief,13,65
criticism,3,18
uncles,1,1
tumble,6,6
humiliation,1,2
slighting,1,3
store,6,24
catnip,1,5
meggy,1,6
philanthropic,1,7
plodding,1,8
accustomed,5,5
loneliness,7,14
postilions,1,3
detained,3,12
boulevard,1,5
alls,1,6
skein,1,7
sixtieth,1,8
hearts,47,47
youth,20,40
pace,9,27
homesick,7,28
attempt,13,65
brusque,2,12
graver,2,14
homer,1,8
agonizing,1,1
homes,5,10
badness,1,3
reflected,3,12
hansom,1,5
sequestered,1,6
sorts,35,35
chief,12,24
hearted,9,27
larks,6,24
charmante,1,5
retreating,1,6
hailed,3,21
pocketed,1,8
feel,103,103
colonel,3,6
skins,1,3
flour,1,4
soreness,1,5
dodo,4,24
shrubs,2,2
wondering,20,40
pedals,1,3
arrival,2,8
jones,1,5
threads,1,6
stork,1,7
distinctly,1,8
passionately,4,4
hearers,1,2
witnessed,2,6
slopes,1,4
rushed,16,16
series,2,4
millions,2,6
storm,8,32
pack,2,10
businesslike,1,6
widowed,1,7
embodied,1,8
gravel,1,9
bottle,11,11
politely,2,4
calmness,1,3
homey,1,4
pleasuring,1,5
chrysanthemums,2,2
tomorrow,23,46
jackets,3,9
jar,3,12
minute,123,123
pedro,6,12
anon,2,6
glass,21,84
pie,4,20
ideas,13,78
fling,3,21
bumping,1,8
dictate,1,9
overnight,1,10
warble,1,1
management,5,10
hearth,6,6
feet,47,94
nutmeg,2,6
pig,2,8
harming,1,5
couch,2,12
laughing,44,44
hand,157,314
railroads,1,3
hearten,1,4
founded,1,5
beginnest,1,6
dreadfully,15,15
wrathfully,1,2
slept,7,21
arts,1,4
throve,1,5
dull,17,17
frankly,5,10
cherub,3,9
mechanical,2,8
stop,41,41
fork,1,2
actors,3,9
laurie,548,2192
hang,7,35
prostrate,1,6
boating,4,28
sticking,2,16
montreux,1,9
commended,1,10
fifteen,10,10
sentence,8,16
cheeriness,1,3
pyramids,1,4
beauty,39,39
conduct,2,4
apart,13,39
leaves,17,68
form,5,25
banner,2,12
hurts,1,7
element,5,40
dearies,2,2
story,68,136
promise,29,87
pin,5,20
grandfathers,7,35
common,9,54
ambitious,13,91
trace,2,16
routed,1,9
filigree,1,10
occasioned,1,1
womankind,2,4
inmate,1,3
thought,202,202
dungeons,1,2
drowned,1,3
pip,8,32
sloped,1,5
witnesses,1,6
persuasion,2,14
turvey,1,8
junoesque,1,9
shouted,2,2
established,1,2
cornelius,1,3
coaches,1,4
numbered,1,5
thrills,1,6
procession,7,7
demeanor,2,4
respectful,8,24
smart,6,24
phenomenon,1,5
offers,5,30
kenilworth,1,7
personage,1,1
asleep,32,64
artificial,1,3
mathematics,2,8
bewilder,1,5
rattlepated,2,12
scarabei,1,7
englishmen,1,8
unrequited,1,9
effigy,1,10
paris,12,12
exultation,1,2
apology,5,15
emil,4,16
fort,2,10
hastily,11,11
relished,1,2
pour,2,6
nge,1,4
effectually,4,20
decision,7,42
ceiling,1,1
disdainful,1,2
patronizing,4,12
wrathful,3,12
chains,4,4
ladder,5,10
insulted,3,9
blushing,4,16
beforehand,3,15
privileges,1,6
pharaohs,1,7
duly,1,8
hans,1,9
imposing,2,20
recollections,2,22
wisdom,6,6
carved,3,6
awe,1,3
moan,3,12
manliest,1,5
laughed,79,79
drank,5,10
pine,1,3
worry,17,17
peeped,13,26
honest,12,36
pummelled,1,4
alteration,1,5
broad,7,7
blanketed,1,2
cuff,2,6
performances,5,5
apiece,4,8
burning,7,21
subsided,9,36
longings,2,10
leaved,1,6
strongly,4,4
homely,3,6
sidling,1,3
greatness,1,4
anywhere,11,11
moat,1,2
threshold,4,12
pink,13,13
tutor,10,20
dumb,3,9
presided,4,16
berne,2,10
dress,76,76
pronounce,1,2
college,20,60
surveyed,4,16
midsummer,3,15
thorn,2,12
wreaths,2,2
violently,3,6
does,86,86
accompaniment,2,4
tracy,1,3
named,4,16
kearney,2,10
rothschilds,1,6
toe,1,1
